what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359700610132
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1359700628632
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359700629248
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359700635515
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359700655044
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1359700660083
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1359700661733
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359700669995
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359700693534
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359700695020
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359700705576
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1359700707911
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359700712109
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359701099198
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359701107293
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1359701114475
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1359701173694
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1359701189756
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1359701216209
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1359701266526
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1359701275087
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359701335829
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359701356372
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359701359758
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359701385897
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359701388568
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359701390339
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359701401328
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359701467870
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359701469827
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359701477609
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359701487097
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359701490554
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359701497236
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359701497439
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359701499970
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359701521236
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359701554413
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1359701554547
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1359701556818
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1359701570313
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1359701576154
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1359701589803
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1359701643504
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359701677026
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359701717205
started,bundle,ch.ethz.inf.pm.jml.plugin.resources,1.1.1.mobius,"ch.ethz.inf.pm.jml.plugin.resources",1359701719250
error,log,,,"Error building project, cannot launch.",1359701720035
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359701721016
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359701723139
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359701735855
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1359701739615
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359701743258
